gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,MultipleLines,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,No,No,49,DSL,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),81.35,4060.9,No
Male,0,No,No,58,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,No
Male,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,71.35,Yes
Female,0,Yes,Yes,18,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),24.65,471.35,No
Female,0,No,No,13,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.4,1132.35,Yes
Female,0,Yes,Yes,36,DSL,Yes,No,No,No,Month-to-month,No,Credit card (automatic),51.05,1815.0,No
Male,0,No,No,67,No,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,19.8,1311.3,No
Male,0,Yes,Yes,18,DSL,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,83.25,1611.15,No
Male,0,Yes,Yes,69,DSL,Yes,Yes,No phone service,No,Two year,No,Mailed check,39.1,2779.5,No
Male,1,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,8331.95,No
Female,1,No,No,38,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.2,735.9,No
Female,0,Yes,Yes,61,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,24.2,1445.2,No
Female,1,No,No,59,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,99.5,5890.0,No
Male,0,Yes,Yes,69,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),26.0,1796.55,No
Male,0,No,No,22,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,20.3,475.1,No
Male,0,Yes,No,44,Fiber optic,No,No,No,Yes,One year,Yes,Bank transfer (automatic),90.65,3974.15,No
Male,0,Yes,Yes,58,Fiber optic,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.5,4828.05,No
Female,0,No,No,27,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.2,2383.6,No
Female,1,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes
Female,1,No,No,1,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.3,89.3,Yes
Female,0,Yes,No,4,DSL,No,No,No phone service,No,Month-to-month,Yes,Electronic check,25.15,99.95,No
Female,0,No,No,25,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),19.8,475.2,No
Female,0,Yes,Yes,40,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,No
Male,0,Yes,No,63,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,No
Female,1,No,No,15,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.3,1426.75,Yes
Male,1,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,7932.5,No
Male,0,No,No,39,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,No
Male,0,Yes,No,60,DSL,Yes,No,No,Yes,One year,Yes,Mailed check,59.8,3561.15,No
Female,1,No,No,35,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419.0,No
Male,0,Yes,Yes,66,DSL,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,5234.95,No
Female,0,Yes,No,1,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,Yes
Male,0,No,Yes,30,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),25.35,723.3,No
Male,0,Yes,Yes,20,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.45,1470.95,Yes
Female,0,Yes,Yes,30,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.3,602.9,No
Male,0,Yes,Yes,53,DSL,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,71.85,3827.9,No
Female,0,Yes,Yes,61,DSL,Yes,No,No,No,One year,Yes,Bank transfer (automatic),49.7,2961.4,No
Male,1,No,No,70,DSL,No,No,No phone service,Yes,One year,Yes,Electronic check,45.25,3264.45,Yes
Male,0,Yes,No,63,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1234.8,No
Male,0,No,No,35,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.25,677.9,No
Female,0,No,No,17,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,No
Female,0,No,No,1,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,44.0,44.0,No
Male,0,Yes,Yes,5,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,135.0,Yes
Female,0,Yes,No,65,DSL,Yes,No,No,No,Two year,No,Bank transfer (automatic),71.0,4386.2,No
Male,0,Yes,Yes,23,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,24.35,538.5,No
Male,1,Yes,No,59,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,50.25,2997.45,No
Male,0,No,No,11,,No,No,No phone service,Yes,One year,Yes,Electronic check,41.6,470.6,Yes
Male,0,Yes,Yes,12,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),24.0,269.65,No
Male,0,No,No,6,DSL,No,No,No,Yes,Month-to-month,No,Mailed check,60.9,414.1,No
Male,0,Yes,No,7,DSL,Yes,No,No phone service,No,Month-to-month,No,Mailed check,34.2,256.6,No
Male,0,Yes,Yes,25,DSL,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.3,1296.8,No
Male,0,No,No,69,No,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,19.1,1268.85,No
Male,0,No,No,67,DSL,Yes,No,No,No,Two year,No,Bank transfer (automatic),65.55,4361.55,No
Male,0,Yes,Yes,72,Fiber optic,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,No
Male,0,Yes,Yes,62,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),20.65,1218.45,No
Male,0,No,No,6,DSL,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),78.65,483.3,No
Female,1,Yes,No,8,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,613.4,Yes
Female,0,Yes,No,9,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,Yes
Male,0,No,No,1,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,84.85,Yes
Male,0, no,Yes,1,DSL,No,No,No phone service,No,Month-to-month,Yes,Electronic check,24.7,24.7,No
Male,1,Yes,No,18,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,78.55,1422.65,Yes
Male,0,Yes,No,42,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.45,,Yes
Female,1,No,No,15,DSL,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),55.0,757.1,Yes
Male,0,No,No,15,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.8,304.6,No
Female,0,No,No,42,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,Yes
Male,0,Yes,No,48,,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,20.05,1036.0,No
Female,0,Yes,Yes,67,Fiber optic,Yes,No,No,No,One year,No,Bank transfer (automatic),84.8,,No
Male,1,No,No,60,DSL,Yes,No,Yes,No,One year,Yes,Electronic check,71.75,4374.55,No
Male,0,Yes,Yes,15,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,19.5,239.75,No
Female,0,No,No,54,Fiber optic,No,No,No,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,No
Male,0,No,No,68,Fiber optic,No,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,Yes
Male,0,No,No,33,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.35,689.75,No
Female,1,No,No,51,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),19.6,967.9,No
Female,0,No,Yes,41,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,No
Male,1,Yes,No,68,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,Yes
Male,1,Yes,No,29,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,Yes
Male,0,Yes,No,11,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,No
Female,1,No,No,53,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,No
Male,0,No,No,59,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,25.0,1510.5,No
Male,0,No,No,2,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,94.95,178.1,Yes
Female,0,Yes,Yes,13,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,18.8,251.25,No
Female,0,Yes,No,25,DSL,No,No,Yes,No,Month-to-month,No,Electronic check,54.1,1373.0,No
Male,1,Yes,Yes,64,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),24.4,,No
Female,0,No,No,3,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.65,151.3,Yes
Male,0,No,No,4,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,19.65,67.55,No
Male,0,Yes,Yes,21,DSL,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,No
Female,1,Yes,No,29,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,Yes
Male,0,No,No,16,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),19.75,294.9,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.95,19.95,No
Male,0,No,No,18,DSL,No,No,No phone service,No,Month-to-month,No,Mailed check,25.15,476.8,No
Male,0,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,8547.15,No
Female,0,Yes,Yes,57,DSL,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,3274.35,No
Male,0,Yes,No,13,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,Yes
Male,1,Yes,No,52,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,Yes
Female,0,Yes,No,42,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.25,2203.65,Yes
Female,1,Yes,No,39,Fiber optic,Yes,No,No,Yes,One year,No,Mailed check,99.1,3877.95,No
Male,0,Yes,No,5,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.35,126.05,Yes
Male,0,No,No,2,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,19.65,31.2,No
Female,0,No,No,36,DSL,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,No
Female,0,Yes,No,19,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.1,-999.0,No
Male,0,Yes,No,10,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,659.65,Yes
Male,0,Yes,Yes,32,,Yes,No,No,No,One year,Yes,Electronic check,90.8,3023.85,No
Male,0,Yes,Yes,61,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,No
Male,0,Yes,Yes,8,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.15,165.5,No
Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,No
Male,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,80.5,80.5,Yes
Female,0,No,Yes,13,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,No
Male,0,Yes,No,42,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,Yes
Male,1,No,No,46,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,85.0,3969.4,Yes
Female,1,No,No,6,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,Yes
Male,0,Yes,Yes,58,DSL,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),71.6,4230.25,No
Female,1,No,No,1,DSL,No,No,No phone service,No,Month-to-month,Yes,Mailed check,25.7,25.7,Yes
Male,0,No,No,26,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),19.6,,No
Male,0,Yes,Yes,51,Fiber optic,No,Yes,Yes,No,One year,No,Bank transfer (automatic),84.2,4299.75,No
Male,0,Yes,No,72,DSL,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,No
Male,0,Yes,No,72,Fiber optic,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,No
Female,0,No,No,1,DSL,No,No,No phone service,No,Month-to-month,No,Mailed check,35.05,35.05,Yes
Male,0,Yes,Yes,60,DSL,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,No
Male,0,Yes,Yes,62,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),20.45,1297.35,No
Male,1,Yes,No,27,,Yes,No,Yes,No,One year,Yes,Electronic check,85.9,2220.1,No
Female,1,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,Yes
Female,0,Yes,Yes,15,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),20.35,335.95,No
Female,0,Yes,No,70,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,7188.5,No
Female,0,No,Yes,23,DSL,No,Yes,No,No,One year,Yes,Electronic check,49.45,1119.35,No
Female,0,No,Yes,8,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.05,163.6,No
Male,0,No,No,2,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.45,145.15,No
Female,0,Yes,No,71,Fiber optic,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,Yes
Female,0,No,No,59,DSL,Yes,Yes,Yes,No,One year,No,Credit card (automatic),79.85,4786.1,No
Female,1,Yes,No,31,DSL,Yes,No,No phone service,No,One year,Yes,Credit card (automatic),50.4,1580.1,No
Female,0,No,No,52,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95,No
Female,1,No,No,67,DSL,No,No,Yes,No,Month-to-month,No,Electronic check,54.9,3725.5,No
Female,0,Yes,No,71,Fiber optic,No,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,No
Female,1,No,No,26,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.0,2497.2,Yes
Female,0,Yes,No,71,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),25.6,1888.25,No
Female,0,No,No,60,DSL,Yes,No,No phone service,No,One year,Yes,Electronic check,44.45,2773.9,No
Male,0,No,No,54,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,Yes
Female,0,No,No,6,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.85,401.3,No
Male,0,No,Yes,12,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),21.05,235.8,No
Female,0,No,No,70,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6367.2,No
Male,0,Yes,Yes,47,DSL,Yes,Yes,No phone service,No,One year,No,Electronic check,40.3,1794.8,No
Male,0,Yes,Yes,68,Fiber optic,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),105.25,7173.15,No
Female,0,Yes,Yes,55,Fiber optic,Yes,No,Yes,Yes,One year,No,Mailed check,100.9,5448.6,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No
Male,0,No,No,38,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,20.1,730.1,No
Female,1,No,No,2,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,No
Male,1,Yes,Yes,1,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,Yes
Male,0,Yes,No,42,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,4014.6,No
Female,0,No,No,68,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7279.35,No
Female,0,No,No,9,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.85,,No
Male,0,No,No,70,DSL,Yes,Yes,No phone service,No,Two year,No,Bank transfer (automatic),48.4,3442.8,No
Female,0,No,No,45,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,Yes
Male,0,Yes,Yes,4,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),19.5,96.85,No
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,Yes
Female,0,Yes,Yes,58,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),19.55,1079.65,No
Female,0,Yes,Yes,60,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,49.75,3069.45,No
Female,0,No,No,55,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.1,4144.9,No
Female,1,No,No,60,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.4,6176.6,No
Female,0,No,No,39,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Credit card (automatic),50.65,1905.4,No
Male,0,No,No,69,,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Yes
Male,0,Yes,Yes,43,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,19.2,776.25,No
Female,0,No,No,21,DSL,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),71.05,1524.85,No
Male,0,No,No,52,DSL,Yes,No,No,No,One year,No,Electronic check,53.75,2790.65,No
Female,0,Yes,No,72,DSL,No,No,No phone service,Yes,Two year,Yes,Electronic check,54.2,3937.45,Yes
Female,0,No,No,70,DSL,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),79.6,5589.45,No
Male,0,No,No,4,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.65,367.95,No
Male,0,No,No,58,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,Yes
Male,0,Yes,No,59,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,No
Male,1,Yes,No,51,DSL,No,No,No phone service,No,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,No
Male,0,No,No,44,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,100.55,4398.15,Yes
Male,0,No,No,35,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,No
Male,0,Yes,Yes,18,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),20.05,345.9,No
Female,0,No,No,1,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,94.4,94.4,Yes
Female,0,No,No,6,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.55,124.45,No
Female,0,No,Yes,13,DSL,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,No
Male,0,No,No,1,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,Yes
Male,0,Yes,No,64,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,Yes
Female,0,Yes,Yes,44,DSL,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,No
Male,0,Yes,Yes,70,DSL,No,Yes,No phone service,Yes,One year,No,Electronic check,60.35,4138.7,No
Male,0,No,No,3,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,79.25,267.6,Yes
Female,0,Yes,Yes,58,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes
Female,0,Yes,Yes,63,DSL,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,No
Male,0,No,Yes,1,DSL,No,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,Yes
Female,0,No,No,25,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No
Male,1,Yes,No,28,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,No
Male,0,Yes,No,70,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,Yes
Female,0,Yes,No,26,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,No
Female,0,No,No,34,DSL,Yes,No,No,No,One year,No,Electronic check,64.35,2053.05,No
Female,0,Yes,Yes,62,DSL,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,No
Male,0,Yes,No,21,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,Yes
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,Yes
Female,0,Yes,Yes,6,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),19.0,105.5,No
Male,0,No,No,16,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),20.25,327.45,Yes
Male,0,No,No,5,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),20.05,95.55,No
Male,0,Yes,No,61,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,No
Male,0,No,No,15,,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,No
Male,0,Yes,Yes,8,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.7,130.25,No
Female,0,No,No,34,DSL,Yes,No,No,No,One year,No,Mailed check,55.0,1885.15,No
Female,0,Yes,Yes,50,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),20.55,1070.25,No
Female,0,Yes,Yes,43,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,20.0,817.95,No
Female,0,Yes,Yes,45,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),24.65,1171.3,No
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,Yes
Male,0,No,No,26,DSL,No,Yes,No,Yes,One year,No,Credit card (automatic),59.45,1507.0,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,Yes
Male,0,No,No,43,,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,4528.0,Yes
Female,0,No,No,48,DSL,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,No
Female,0,No,No,7,Fiber optic,No,No,No,Yes,One year,Yes,Mailed check,94.05,633.45,No
Female,1,Yes,No,72,DSL,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,6129.65,No
Male,0,Yes,No,25,DSL,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.55,1405.3,No
Female,0,Yes,No,34,DSL,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,62.65,2274.9,Yes
Female,0,Yes,Yes,10,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,Yes
Female,0,Yes,Yes,10,DSL,Yes,No,Yes,Yes,One year,No,Electronic check,70.3,676.15,No
Male,0,Yes,No,69,DSL,Yes,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,No
Male,0,Yes,Yes,43,DSL,No,No,No phone service,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,No
Female,0,No,No,9,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.55,723.4,Yes
Female,0,Yes,Yes,0,DSL,No,Yes,Yes,Yes,Two year,No,Mailed check,73.35,,No
Male,0,No,No,27,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),20.35,531.6,No
Female,0,No,No,36,DSL,No,Yes,Yes,No,One year,Yes,Mailed check,70.7,2511.95,No
Female,0,No,Yes,11,DSL,Yes,Yes,No phone service,No,month-to-month,Yes,Mailed check,36.05,402.6,No
Male,0,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,No
Female,0,No,No,39,DSL,Yes,Yes,No phone service,No,One year,No,Bank transfer (automatic),41.15,1700.9,No
Female,0,No,No,41,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.65,3090.65,No
Female,0,Yes,Yes,71,DSL,Yes,Yes,Yes,No,Two year,No,Mailed check,71.1,5224.95,No
Male,0,No,No,5,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,96.55,500.1,No
Male,0,Yes,Yes,28,Fiber optic,No,No,No,Yes,One year,No,Bank transfer (automatic),100.35,2799.0,No
Female,0,Yes,Yes,59,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,106.15,6256.2,No
Male,0,Yes,Yes,22,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,1232.9,No
Female,0,Yes,Yes,49,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,4889.2,No
Male,0,Yes,Yes,28,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,85.45,2289.9,No
Male,0,No,No,13,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.75,1313.25,No
Female,0,No,No,11,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.2,990.3,No
Female,1,Yes,No,67,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),107.05,7142.5,No
Male,0,No,No,46,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),20.05,902.0,No
Female,0,No,No,24,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),19.55,470.2,No
Female,0,Yes,Yes,71,DSL,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),87.25,6328.7,No
Male,0,No,No,10,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,24.0,226.55,No
Female,0,Yes,Yes,56,DSL,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.75,3815.4,No
Male,0,No,No,42,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,79.9,3313.4,No
Male,0,No,Yes,4,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.4,184.4,Yes
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,,Yes
Male,0,Yes,Yes,14,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.75,309.35,No
Female,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),117.5,8670.1,No
Male,0,No,No,48,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),19.85,916.0,No
